time_s,signal
0.241,-4.2788451320364524
0.242,-4.310558065394651
0.243,-4.186369372563371
0.244,-3.840242228805625
0.245,-3.7904218532030387
0.246,-3.5089596674132495
0.247,-3.0428383952691056
0.248,-2.6269122665560447
0.249,-2.430159324597628
0.25,-1.956881261122091
0.251,-1.4617360597425768
0.252,-0.9125293535573259
0.253,-0.55488678043424
0.254,-0.017625030412814727
0.255,0.5335524076564467
0.256,1.0094405509967739
0.257,1.4480871995193603
0.258,1.9189720706820521
0.259,2.288945881177528
0.26,2.745123764089666
0.261,3.1048773904017217
0.262,3.4478289528464
0.263,3.678970858126096
0.264,3.949614447455951
0.265,4.141755282808143
0.266,4.207501464548548
0.267,4.267983216758398
0.268,4.245099288060858
0.269,4.1760068617378705
0.27,4.015941375800373
0.271,3.888049597958965
0.272,3.634257302189624
0.273,3.4606039934039714
0.274,3.105289495221803
0.275,2.6750020711186244
0.276,2.2101877326519297
0.277,1.7545252216043556
0.278,1.4067366060117648
0.279,0.8789721227002184
0.28,0.3967623432508091
0.281,-0.2124855471420231
0.28200000000000003,-0.5749597807294131
0.28300000000000003,-1.0859118587181231
0.28400000000000003,-1.6359668101758618
0.28500000000000003,-2.0538470170001046
0.28600000000000003,-2.4387312389031077
0.28700000000000003,-2.836959716930469
0.28800000000000003,-3.2025469281805226
0.289,-3.4973713614809134
0.29,-3.7607815246909677
0.291,-3.944758494439517
0.292,-4.028440731746205
0.293,-4.323361772180659
0.294,-4.242011136673851
0.295,-4.198148877294092
0.296,-4.11099103586945
0.297,-4.006356652493901
0.298,-3.8826479675279826
0.299,-3.533226975831527
0.3,-3.169240202421006
0.301,-2.9935218320255927
0.302,-2.494787860352359
0.303,-2.140725299906714
0.304,-1.6845721329036332
0.305,-1.2683616013474048
0.306,-0.7500853791927875
0.307,-0.1760982920475971
0.308,0.2834115104189144
0.309,0.8325599737458267
0.31,1.285990228053538
0.311,1.7131294940020085
0.312,2.2189171948305515
0.313,2.564641519276684
0.314,2.9598353161518403
0.315,3.2389586626849622
0.316,3.5474667080311715
0.317,3.7506372970090456
0.318,4.024066558189612
0.319,4.049876080763765
0.32,4.225410549690185
0.321,4.196515453676537
0.322,4.226370435512868
0.323,4.109668251652791
0.324,4.01137373548732
0.325,3.7511128073892794
0.326,3.379080201520966
0.327,3.1498812960924814
0.328,2.7468312454240236
0.329,2.3931892756659296
0.33,2.0751476528052364
0.331,1.5845547859930131
0.332,1.0496051320064215
0.333,0.5509837632776861
0.334,0.11233457483915879
0.335,-0.44242663391476456
0.336,-0.9019821143268485
0.337,-1.3274741498501446
0.338,-1.7412429597819825
0.339,-2.1995109752732445
0.34,-2.7445299026036567
0.341,-2.978337526877996
0.342,-3.3121213414380066
0.343,-3.571348225692152
0.34400000000000003,-3.737914313918257
0.34500000000000003,-4.095826803429922
0.34600000000000003,-4.141042311052406
0.34700000000000003,-4.144031236311868
0.34800000000000003,-4.257180675768666
0.34900000000000003,-4.0512246940464385
0.35000000000000003,-3.9966782520850987
0.35100000000000003,-3.8075329298288776
0.352,-3.6601686880604394
0.353,-3.3227170543343854
0.354,-2.9955084969043346
0.355,-2.6809130139666757
0.356,-2.287490469808176
0.357,-1.8608140988064181
0.358,-1.4669572483137154
0.359,-0.9611852762635406
0.36,-0.4785015084253519
0.361,0.037516697286597386
0.362,0.5571022313895082
0.363,0.9357517152954428
0.364,1.450162953920191
0.365,1.9779458445306253
0.366,2.2877177124061685
0.367,2.672579734791163
0.368,3.0750271287425672
0.369,3.415948829864895
0.37,3.6364770867224876
0.371,3.9142935872161724
0.372,4.049487781756793
0.373,4.15223734692792
0.374,4.184642511646756
0.375,4.26278050474901
0.376,4.068441115275932
0.377,3.854621950227737
0.378,3.8566389239730876
0.379,3.5231806446595546
0.38,3.2723080107410776
0.381,3.008317863861258
0.382,2.4982183613335223
0.383,2.1158469299754246
0.384,1.668598393915283
0.385,1.2552610397311115
0.386,0.84559270887638
0.387,0.3673065270226037
0.388,-0.1321028160711969
0.389,-0.7013523008445495
0.39,-1.222117760722751
0.391,-1.5643373620955685
0.392,-2.0292887744682053
0.393,-2.393539877235909
0.394,-2.7587330142472912
0.395,-3.125564615851092
0.396,-3.389787990746801
0.397,-3.664270797839651
0.398,-3.8463853376019075
0.399,-4.051803145847543
0.4,-4.113796267781618
0.401,-4.12659508406082
0.402,-4.069985509493374
0.403,-4.048611319973636
0.404,-3.8652680052009196
0.405,-3.7134304929876394
0.406,-3.4638962363115997
0.40700000000000003,-3.126851501386888
0.40800000000000003,-2.93473035372388
0.40900000000000003,-2.527705026798748
0.41000000000000003,-2.130996575183782
0.41100000000000003,-1.7393872485146062
0.41200000000000003,-1.2002497065554785
0.41300000000000003,-0.6566067899906741
0.41400000000000003,-0.22669409502797117
0.41500000000000004,0.28179490068928537
0.41600000000000004,0.8067695544167737
0.417,1.2885228522414685
0.418,1.6714652369955707
0.419,2.172103603601778
0.42,2.509339856934566
0.421,2.828473269967325
0.422,3.166507362816113
0.423,3.4038831807892773
0.424,3.6671195148088285
0.425,3.875974587408468
0.426,4.062644473822965
0.427,4.18158387543859
0.428,4.043022619964744
0.429,4.091660587374827
0.43,3.923757560100742
0.431,3.8485134803172985
0.432,3.614551330488012
0.433,3.276050626174224
0.434,3.114180173355518
0.435,2.695516906011643
0.436,2.3196384204007026
0.437,1.8812239478423192
0.438,1.4638755196910835
0.439,1.05941358677977
0.44,0.555868157179532
0.441,0.10147935446375454
0.442,-0.3781125844942751
0.443,-0.8057661176018516
0.444,-1.3523102812096714
0.445,-1.8537837521698546
0.446,-2.1466237417171525
0.447,-2.6060968396341586
0.448,-2.887466401957277
0.449,-3.2369759315042246
0.45,-3.530628234879026
0.451,-3.725862083649335
0.452,-3.813280763782251
0.453,-3.9205259248738162
0.454,-4.078919803749889
0.455,-4.076087099515086
0.456,-3.9756863489681584
0.457,-3.9616534567868666
0.458,-3.7386008500425487
0.459,-3.540728642800682
0.46,-3.259215483296394
0.461,-3.0070163051617
0.462,-2.694511485288379
0.463,-2.3324625230639455
0.464,-1.8678974810621827
0.465,-1.393370481920506
0.466,-0.9247966678937924
0.467,-0.3406215981601597
0.468,0.0963033251017702
0.46900000000000003,0.4706196952465299
0.47000000000000003,1.0064782851693581
0.47100000000000003,1.4252739381153137
0.47200000000000003,1.8678228189210806
0.47300000000000003,2.301590474975366
0.47400000000000003,2.7017905614904896
0.47500000000000003,2.9953965778109146
0.47600000000000003,3.3654063240859693
0.47700000000000004,3.5091813946559314
0.47800000000000004,3.77138670187969
0.47900000000000004,4.053669099036316
0.48,4.033495740440246
0.481,4.137063492841606
0.482,4.056974107476048
0.483,4.01256943251824
0.484,3.856933943639378
0.485,3.6743345254408024
0.486,3.416263263682668
0.487,3.201594942424242
0.488,2.818618934508764
0.489,2.5362790546899623
0.49,2.1647109916118854
0.491,1.7072892637327184
0.492,1.2300584413074873
0.493,0.8055085344418025
0.494,0.2952175955973487
0.495,-0.1188149250953838
0.496,-0.730923200063488
0.497,-1.1208805139936329
0.498,-1.6529711856418032
0.499,-2.055909046014952
0.5,-2.3131955334498997
0.501,-2.7038630026219264
0.502,-3.1137818337505507
0.503,-3.4395481947809063
0.504,-3.7527607538509846
0.505,-3.82202570503167
0.506,-3.8117492371776693
0.507,-3.994667856617937
0.508,-4.072625452636179
0.509,-3.993854289811023
0.51,-4.012247453121882
0.511,-3.8119529828174934
0.512,-3.6027093271795074
0.513,-3.372926893547693
0.514,-3.0436791556572573
0.515,-2.7381978960183306
0.516,-2.3563745068623363
0.517,-2.025776801090149
0.518,-1.5207482789044373
0.519,-1.037067174505202
0.52,-0.7046638502904297
0.521,-0.22933157103179555
0.522,0.3554039136930535
0.523,0.7484311473343708
0.524,1.2869258359046862
0.525,1.6363772797704723
0.526,2.1499752029610497
0.527,2.473702652709574
0.528,2.835768494566457
0.529,3.217755003907229
0.53,3.3946767352265415
0.531,3.591790545111448
0.532,3.792238002908633
0.533,3.960437819159733
0.534,3.9283476628582963
0.535,4.052057351361748
0.536,3.951363550134875
0.537,3.938981855685507
0.538,3.6116944372859674
0.539,3.4905154766150166
0.54,3.1953771827461317
0.541,2.943135447460166
0.542,2.6605555036119597
0.543,2.26656839279451
0.544,1.8590032889547863
0.545,1.434221177430718
0.546,1.0031558411404038
0.547,0.4798644676394754
0.548,0.09582203262581063
0.549,-0.3768353907893994
0.55,-0.8553154596631725
0.551,-1.299087054221888
0.552,-1.7459557785923687
0.553,-2.0684288659339347
0.554,-2.553851995711296
0.555,-2.908858327434636
0.556,-3.235151729774667
0.557,-3.5088500916623078
0.558,-3.7314499434754222
0.559,-3.8749808764680904
0.56,-3.942512264690188
0.561,-3.976350537962213
0.562,-3.9895222063882514
0.5630000000000001,-3.9743337733480697
0.5640000000000001,-3.780784627484822
0.5650000000000001,-3.6258621316681903
0.5660000000000001,-3.457424942235141
0.5670000000000001,-3.2212320240974726
0.5680000000000001,-2.8564586615801555
0.5690000000000001,-2.530144608754402
0.5700000000000001,-2.232746105327738
0.5710000000000001,-1.7549109568643007
0.5720000000000001,-1.3056068392286844
0.5730000000000001,-0.9128914416060624
0.5740000000000001,-0.3958365221768469
0.5750000000000001,-0.010097990951298541
0.5760000000000001,0.5963641281271685
0.577,1.051367252522487
0.578,1.421931489424113
0.579,1.8783530695026458
0.58,2.139483184067728
0.581,2.5706357855238853
0.582,2.945846260366643
0.583,3.1980557831895737
0.584,3.533558253504562
0.585,3.795552992922166
0.586,3.7836735502901755
0.587,3.8944109706515113
0.588,3.987529524877119
0.589,4.040957601285912
0.59,3.8293342062062794
0.591,3.779349569826547
0.592,3.68252716288849
0.593,3.2839987584487784
0.594,3.0313387923751645
0.595,2.7604567680158034
0.596,2.4036352835457464
0.597,2.0849736435352773
0.598,1.6430829354157244
0.599,1.1065960334522849
0.6,0.7691621904136409
0.601,0.252503284171932
0.602,-0.12059409168370666
0.603,-0.6786558834649968
0.604,-1.1329492567283181
0.605,-1.5125327742801438
0.606,-1.9185042532162515
0.607,-2.32415637511593
0.608,-2.7882374217420414
0.609,-2.9970239098773486
0.61,-3.353785456355429
0.611,-3.522809945219612
0.612,-3.789437201814624
0.613,-3.828272381264768
0.614,-3.9701148039926593
0.615,-4.018901798448959
0.616,-3.889531409097343
0.617,-3.8294899397804802
0.618,-3.7356941168060422
0.619,-3.444837945405684
0.62,-3.303417366610719
0.621,-2.9986275726791423
0.622,-2.6643908967079795
0.623,-2.3496409114053165
0.624,-1.9041065380854312
0.625,-1.5369301955245829
0.626,-1.092787854668646
0.627,-0.5514241623451447
0.628,-0.21058452408675365
0.629,0.18379917374763383
0.63,0.8435869038236246
0.631,1.3383961053142441
0.632,1.6216733634740415
0.633,1.9532845265972163
0.634,2.4143563973415976
0.635,2.761664648274616
0.636,3.0741585340460005
0.637,3.293022306514642
0.638,3.596428778749695
0.639,3.763160649418407
0.64,3.7801091998391065
0.641,3.9544894758929954
0.642,4.03280035443422
0.643,3.895212958075559
0.644,3.7726330609098784
0.645,3.633080452406765
0.646,3.4715021624580733
0.647,3.1074125124540695
0.648,2.9114427481713268
0.649,2.5530739797876074
0.65,2.2990341617276315
0.651,1.8017118343659801
0.652,1.4727994611729875
0.653,0.8942244367491988
0.654,0.5258765355264344
0.655,0.05293069769767771
0.656,-0.466361156680043
0.657,-0.8678849383225076
0.658,-1.257696813371525
0.659,-1.7577198992735918
0.66,-2.2251487195089243
0.661,-2.5107707863008395
0.662,-2.889598177247095
0.663,-3.156822620299927
0.664,-3.395604048968281
0.665,-3.6817634235419887
0.666,-3.8325510011386372
0.667,-3.8311631244082824
0.668,-3.9317067617906467
0.669,-4.030247200299053
0.67,-3.805413443175342
0.671,-3.720702627675881
0.672,-3.608243507704815
0.673,-3.427434965436902
0.674,-3.062590784467214
0.675,-2.787010884357131
0.676,-2.3469075795956247
0.677,-2.072731673479781
0.678,-1.6733503641312595
0.679,-1.2769078549813233
0.68,-0.7862377186206373
0.681,-0.3431202148764949
0.682,0.14588502448838325
0.683,0.513565297690247
0.684,0.9665625009751989
0.685,1.399265098844601
0.686,1.8778439116731716
0.687,2.302788075100715
0.6880000000000001,2.563614792414805
0.6890000000000001,2.888195459048511
0.6900000000000001,3.2077688940605875
0.6910000000000001,3.418281818725009
0.6920000000000001,3.669281796783968
0.6930000000000001,3.6501890077380157
0.6940000000000001,3.8106066603266453
0.6950000000000001,3.8488429682195004
0.6960000000000001,3.7543513885224584
0.6970000000000001,3.751241284889569
0.6980000000000001,3.630368531392331
0.6990000000000001,3.4921451594566926
0.7000000000000001,3.3357127533093744
0.7010000000000001,3.0005482212065386
0.7020000000000001,2.652573660077105
0.7030000000000001,2.3554291093801356
0.704,2.032530888402442
0.705,1.5259302205301726
0.706,1.1023156187413443
0.707,0.7332425306179754
0.708,0.24217100629712218
0.709,-0.16974679192010728
0.71,-0.6551944519750127
0.711,-1.0626066322157754
0.712,-1.577302046339282
0.713,-1.932799094732467
0.714,-2.3225671593779604
0.715,-2.7206307067541027
0.716,-3.0489977301790097
0.717,-3.206436257120476
0.718,-3.4833796914734156
0.719,-3.6941782934290264
0.72,-3.7748059718481004
0.721,-3.788500531809387
0.722,-3.980803699102897
0.723,-3.9101457817172713
0.724,-3.79714293257123
0.725,-3.5419467612339357
0.726,-3.4151023441443193
0.727,-3.157892788316423
0.728,-2.976326319724463
0.729,-2.6582238532074784
0.73,-2.227042469473339
0.731,-1.8628419160683543
0.732,-1.4290800736045675
0.733,-1.0367535448249305
0.734,-0.5703321758337805
0.735,-0.12533424523552822
0.736,0.3582948663603023
0.737,0.807810043834867
0.738,1.1237504518188492
0.739,1.5128722427220498
0.74,2.073231707911087
0.741,2.4523803296389044
0.742,2.6786662874222933
0.743,2.9356347216832415
0.744,3.290627658781603
0.745,3.5438614053953357
0.746,3.750538193308254
0.747,3.7992761295538493
0.748,3.815608077751251
0.749,3.7973844961268877
0.75,3.797489182571913
0.751,3.6845017999486127
0.752,3.5002983706560387
0.753,3.4561820891811412
0.754,3.1995417842802527
0.755,2.8808472229844906
0.756,2.452950246384639
0.757,2.182375884818641
0.758,1.782891394184126
0.759,1.3603468460921175
0.76,0.9697362733328955
0.761,0.49572815304765455
0.762,0.0514566672535901
0.763,-0.40321291573765267
0.764,-0.8613461661603096
0.765,-1.3985977922613575
0.766,-1.7180344289954026
0.767,-2.1389066966056225
0.768,-2.5347028646017065
0.769,-2.7120202880226327
0.77,-2.996376479691028
0.771,-3.258958621415319
0.772,-3.5122833703096816
0.773,-3.606956024491486
0.774,-3.772606855848117
0.775,-3.8097311463857317
0.776,-3.8685238981816585
0.777,-3.735403033808264
0.778,-3.6418884562052805
0.779,-3.5494913927235086
0.78,-3.27840004408897
0.781,-3.026233316548167
0.782,-2.637215765651493
0.783,-2.3497570520163418
0.784,-2.0283977289238493
0.785,-1.6232140366171326
0.786,-1.2177414368356754
0.787,-0.7977521196906365
0.788,-0.3987053704779478
0.789,0.09545037620574673
0.79,0.5116770423140482
0.791,0.9246893616767965
0.792,1.4371953120459326
0.793,1.835986844706313
0.794,2.1066655595978663
0.795,2.5390095107918316
0.796,2.9088364323525693
0.797,3.186372097255691
0.798,3.4157483803653723
0.799,3.5509667888125143
0.8,3.6423274362213935
0.801,3.7150990216982596
0.802,3.819217735624802
0.803,3.8012252554389216
0.804,3.7747657799268093
0.805,3.6424130017783125
0.806,3.408411206156627
0.807,3.133412206434969
0.808,2.9163027691487136
0.809,2.6394403242306312
0.81,2.2786839329199484
0.811,1.8886910671519708
0.812,1.5327468015321484
0.8130000000000001,1.0766315035283294
0.8140000000000001,0.6371382032179836
0.8150000000000001,0.24179137329190553
0.8160000000000001,-0.23913669712755153
0.8170000000000001,-0.6488809296440633
0.8180000000000001,-1.0801753551200857
0.8190000000000001,-1.568294552896056
0.8200000000000001,-1.9318615691899939
0.8210000000000001,-2.20591874773905
0.8220000000000001,-2.6743613283666785
0.8230000000000001,-3.024328729710199
0.8240000000000001,-3.2734642137482544
0.8250000000000001,-3.3968363026456374
0.8260000000000001,-3.5677237847481944
0.8270000000000001,-3.6968485733805467
0.8280000000000001,-3.701020354907028
0.8290000000000001,-3.9142426499174694
0.8300000000000001,-3.7275462063189098
0.8310000000000001,-3.584364252428
0.8320000000000001,-3.5834620070358905
0.833,-3.3621310139197877
0.834,-3.1508400907692495
0.835,-2.8851441474205863
0.836,-2.544926341312816
0.837,-2.1106956265774572
0.838,-1.713719657469446
0.839,-1.4211704219648669
0.84,-0.8887120254441019
0.841,-0.5483889061204057
0.842,-0.021283151666475736
0.843,0.32888440763663
0.844,0.7778349844975088
0.845,1.2164714941989259
0.846,1.7673579331983271
0.847,2.03885036388882
0.848,2.321109061213114
0.849,2.732469675009644
0.85,2.956334917461097
0.851,3.199216975301661
0.852,3.4738642745750963
0.853,3.587366193837329
0.854,3.7076166025399115
0.855,3.7512947021393073
0.856,3.7726008195834813
0.857,3.7304151290452805
0.858,3.5145968672751824
0.859,3.497304137779562
0.86,3.2197107127770646
0.861,2.956549445174559
0.862,2.743942771928046
0.863,2.431510066653007
0.864,2.039753495233982
0.865,1.7346472877591192
0.866,1.2214721212416335
0.867,0.8461237404943102
0.868,0.4033489328242135
0.869,-0.009396752247803626
0.87,-0.4325021499346168
0.871,-0.9298785761886431
0.872,-1.2640015321785447
0.873,-1.6996952151189384
0.874,-2.1764269985106433
0.875,-2.52988336306592
0.876,-2.749018752935146
0.877,-3.037876465692549
0.878,-3.2685781923696373
0.879,-3.456295150223507
0.88,-3.5873956064531596
0.881,-3.6453952669510556
0.882,-3.7914872128049817
0.883,-3.7861612886239766
0.884,-3.722473181948787
0.885,-3.5430643735551
0.886,-3.335966820994068
0.887,-3.213702617003567
0.888,-3.0672203072636375
0.889,-2.736877911228826
0.89,-2.3664377094081424
0.891,-1.9938665706296477
0.892,-1.6006405281199128
0.893,-1.1709093064722662
0.894,-0.7650446950927026
0.895,-0.2634548161118271
0.896,0.08798632338136236
0.897,0.5145174599612157
0.898,1.0095524850280668
0.899,1.3230341663386609
0.9,1.8140359446400258
0.901,2.169507804493697
0.902,2.4968423237588535
0.903,2.8887955491742883
0.904,3.0445790334444816
0.905,3.4024972143399688
0.906,3.4664214073724624
0.907,3.544032847819908
0.908,3.691775648142416
0.909,3.6639812482913214
0.91,3.6584518693338652
0.911,3.6431912312624344
0.912,3.528495997826743
0.913,3.2987747564388887
0.914,3.1625840085018764
0.915,2.9115904662226426
0.916,2.6267977687524393
0.917,2.247622172881994
0.918,1.9250100745925423
0.919,1.3730395612004405
0.92,1.041362798646943
0.921,0.5896827256429145
0.922,0.2062199832599437
0.923,-0.2636672047622357
0.924,-0.6753321304465583
0.925,-0.9954676990577045
0.926,-1.5054157771292467
0.927,-1.8627850679195497
0.928,-2.2555042425044953
0.929,-2.5694345014908873
0.93,-2.8666347794280056
0.931,-3.0985865674317954
0.932,-3.2736702174955843
0.933,-3.414474475277785
0.934,-3.597993326261963
0.935,-3.6507610687372414
0.936,-3.753780146203265
0.937,-3.6656644445221795
0.9380000000000001,-3.5288284629404094
0.9390000000000001,-3.397854411528534
0.9400000000000001,-3.2484974309426633
0.9410000000000001,-2.9878285307105297
0.9420000000000001,-2.738972838392845
0.9430000000000001,-2.396872513416963
0.9440000000000001,-2.102053436400209
0.9450000000000001,-1.7649034181210186
0.9460000000000001,-1.3369920467699106
0.9470000000000001,-1.088480681434795
0.9480000000000001,-0.4981602726362177
0.9490000000000001,-0.26812530166946336
0.9500000000000001,0.2607224001140188
0.9510000000000001,0.7971201080037563
0.9520000000000001,1.2151866159476377
0.9530000000000001,1.5333681952974794
0.9540000000000001,1.9339549344385818
0.9550000000000001,2.388845428339747
0.9560000000000001,2.614738900003965
0.9570000000000001,3.0331929528016914
0.9580000000000001,3.1626680547821415
0.9590000000000001,3.3811780776550124
0.96,3.5932157815268493
0.961,3.62203229978995
0.962,3.6185845684062063
0.963,3.6658353800691073
0.964,3.621545490321213
0.965,3.457160454593221
0.966,3.366115736007482
0.967,3.148785805624668
0.968,2.9952601277896846
0.969,2.673362203482173
0.97,2.343365279558805
0.971,2.0056996324432466
0.972,1.6480892544899233
0.973,1.271287817751022
0.974,0.7770405382125106
0.975,0.35029762926704644
0.976,0.027592784767025456
0.977,-0.4777145622280821
0.978,-0.9509142626027618
0.979,-1.268545251095163
0.98,-1.6602639754777568
0.981,-2.129291298851768
0.982,-2.3821491604416822
0.983,-2.6645690240897175
0.984,-2.952982483751013
0.985,-3.1693735221843267
0.986,-3.4562304173155596
0.987,-3.5077503571131716
0.988,-3.6290729571570264
0.989,-3.6778598954793713
0.99,-3.5995823723305844
0.991,-3.508314976024033
0.992,-3.382367271259929
0.993,-3.248330876781726
0.994,-3.1159204446656834
0.995,-2.846363764339464
0.996,-2.5398436655637324
0.997,-2.2508868674468787
0.998,-1.898188061603021
0.999,-1.4852075475233248
1.0,-1.1301435154995811
1.0010000000000001,-0.7490557064702474
1.002,-0.30907695198498875
1.0030000000000001,0.17137751608718638
1.004,0.5657614972631516
1.0050000000000001,1.0005755168352646
1.006,1.4212867606783774
1.0070000000000001,1.753956127865963
1.008,2.170825109601968
1.0090000000000001,2.4827112908727327
